RC,Tag #,Manufacturer,Model,Model Number,Description,Responsibility,Status,Department,EQ Class,Serial Number,Date Acquired,Date Disabled,Warranty Date,Location,Risk Name,Risk Level,Alarm,Facility Tag Number,Misc Note,Billing Code,MTBF,Device MTBF,Purchase Cost,Manufacture Date,AEM Eligible,Proc(Freq)(NDue),Site Number,Manufacturer REC FREQ,Alias,TeleTracking Field Number,IP Address 1,IP Address 2,Freq,MAC,Port,Functional ID
0,757956,Manufacturer_18,Model_7,28,Description_279746,Responsiblity_19,Running,Department_21,EQ_Class_26,10879277,5/23/2019,5/12/2019,5/25/2019,Location_885,Risk_Name_21,1,None,629,None,114462,905,361,218037,4/30/2019,True,1,12,1,None,24035,76.51.52.228,225.98.155.19,1,2d:44:98:5f:13:8c,1469,93
0,855609,Manufacturer_12,Model_18,5,Description_362336,Responsiblity_28,Running,Department_11,EQ_Class_30,86466587,5/12/2019,5/14/2019,5/21/2019,Location_752,Risk_Name_19,1,None,87,None,973859,319,430,500397,4/27/2019,True,1,29,1,None,695871,165.51.0.64,121.13.74.21,1,3f:c8:f0:b8:73:76,1647,3
0,398828,Manufacturer_21,Model_5,24,Description_148097,Responsiblity_16,Running,Department_28,EQ_Class_21,53286730,5/14/2019,5/9/2019,5/4/2019,Location_974,Risk_Name_15,1,None,630,None,1036441,826,971,751696,4/18/2019,True,1,13,1,None,611155,241.19.253.203,140.212.209.220,1,5d:09:33:5c:05:0f,1473,153
0,749541,Manufacturer_2,Model_29,6,Description_206964,Responsiblity_18,Running,Department_27,EQ_Class_2,83404665,5/25/2019,5/23/2019,5/8/2019,Location_785,Risk_Name_22,1,None,276,None,202326,835,152,534138,4/20/2019,True,1,3,1,None,770282,131.140.41.225,34.123.197.230,1,79:ea:c5:e7:5a:48,1859,378
0,484701,Manufacturer_6,Model_23,30,Description_915717,Responsiblity_13,Running,Department_3,EQ_Class_31,78768644,5/9/2019,5/13/2019,5/3/2019,Location_566,Risk_Name_6,1,None,571,None,1029846,835,125,135513,4/6/2019,True,1,12,1,None,673154,166.251.74.253,162.54.136.147,1,b4:e6:a2:3a:d0:7a,1757,142
0,44920,Manufacturer_18,Model_16,16,Description_972298,Responsiblity_26,Running,Department_10,EQ_Class_6,10642784,5/26/2019,5/16/2019,5/6/2019,Location_201,Risk_Name_23,1,None,798,None,452100,246,98,35830,4/27/2019,True,1,5,1,None,146823,128.50.59.110,225.98.155.19,1,6f:57:1a:82:88:aa,1446,742
0,280173,Manufacturer_17,Model_24,19,Description_426069,Responsiblity_17,Running,Department_1,EQ_Class_12,67052426,5/18/2019,5/3/2019,5/25/2019,Location_699,Risk_Name_31,1,None,85,None,1019810,234,60,177404,4/22/2019,True,1,23,1,None,264644,103.18.202.32,146.186.131.13,1,b3:6a:a0:ab:88:46,1515,717
0,413296,Manufacturer_6,Model_14,1,Description_402542,Responsiblity_5,Running,Department_14,EQ_Class_9,76119504,5/1/2019,5/17/2019,5/4/2019,Location_52,Risk_Name_30,1,None,654,None,645315,172,278,32700,4/20/2019,True,1,3,1,None,1014144,236.119.94.255,100.248.173.58,1,f5:33:af:38:76:bc,1298,12
0,658829,Manufacturer_18,Model_31,6,Description_271413,Responsiblity_16,Running,Department_25,EQ_Class_1,180784,5/9/2019,5/25/2019,5/8/2019,Location_988,Risk_Name_21,1,None,291,None,1006283,40,767,466766,4/27/2019,True,1,11,1,None,753288,28.132.185.176,32.215.206.161,1,57:38:a6:07:21:e8,1120,966
0,564053,Manufacturer_8,Model_26,28,Description_148801,Responsiblity_5,Running,Department_29,EQ_Class_29,51213573,5/1/2019,5/16/2019,5/10/2019,Location_825,Risk_Name_9,1,None,20,None,600487,498,476,887685,4/14/2019,True,1,31,1,None,165651,151.122.95.43,107.112.49.214,1,b0:db:e2:36:86:aa,1298,766
0,934817,Manufacturer_3,Model_12,27,Description_412513,Responsiblity_27,Running,Department_16,EQ_Class_5,76062938,5/4/2019,5/24/2019,5/8/2019,Location_751,Risk_Name_10,1,None,617,None,928693,89,805,601043,4/27/2019,True,1,6,1,None,376232,64.173.186.206,14.142.61.206,1,87:d5:ae:d0:f3:ef,1118,267
0,872712,Manufacturer_14,Model_18,16,Description_221193,Responsiblity_23,Running,Department_19,EQ_Class_7,45404101,5/10/2019,5/27/2019,5/28/2019,Location_211,Risk_Name_28,1,None,697,None,614318,1013,845,999534,4/17/2019,True,1,17,1,None,600613,8.128.160.124,128.213.151.247,1,cd:6a:be:be:3e:af,1377,398
0,282066,Manufacturer_18,Model_15,16,Description_606627,Responsiblity_7,Running,Department_27,EQ_Class_13,36101530,5/10/2019,5/19/2019,5/16/2019,Location_671,Risk_Name_27,1,None,148,None,383049,3,684,392058,4/10/2019,True,1,23,1,None,836394,39.72.3.118,1.217.216.186,1,dc:57:ae:dd:c2:8b,1342,900
0,973735,Manufacturer_12,Model_31,3,Description_657473,Responsiblity_7,Running,Department_25,EQ_Class_10,40775713,5/9/2019,5/20/2019,5/27/2019,Location_587,Risk_Name_27,1,None,196,None,227020,26,541,939810,4/20/2019,True,1,7,1,None,569538,8.59.248.157,173.144.38.161,1,5f:33:f3:fb:9e:4f,1657,557
0,985060,Manufacturer_3,Model_27,23,Description_272719,Responsiblity_6,Running,Department_8,EQ_Class_28,33572473,5/2/2019,5/15/2019,5/26/2019,Location_512,Risk_Name_9,1,None,818,None,594147,847,134,9630,4/4/2019,True,1,8,1,None,293991,49.252.7.221,214.60.109.85,1,0e:ae:f7:91:54:02,1086,335
0,493455,Manufacturer_31,Model_27,14,Description_919760,Responsiblity_24,Running,Department_22,EQ_Class_28,89137990,5/18/2019,5/15/2019,5/15/2019,Location_965,Risk_Name_29,1,None,545,None,257478,678,62,31484,4/10/2019,True,1,17,1,None,256391,236.120.174.130,37.10.152.173,1,ad:4c:28:95:81:cb,1744,556
0,525157,Manufacturer_22,Model_14,5,Description_832669,Responsiblity_19,Running,Department_16,EQ_Class_19,57917840,5/18/2019,5/7/2019,5/6/2019,Location_942,Risk_Name_8,1,None,846,None,93326,1,126,742405,4/1/2019,True,1,9,1,None,254225,228.163.28.49,73.241.110.34,1,9a:ef:1a:39:4f:98,1267,115
0,10745,Manufacturer_11,Model_32,25,Description_150898,Responsiblity_6,Running,Department_21,EQ_Class_27,42909876,5/17/2019,5/13/2019,5/1/2019,Location_630,Risk_Name_30,1,None,782,None,938403,334,767,39601,4/23/2019,True,1,17,1,None,433801,25.65.101.150,86.104.178.82,1,fa:96:a5:39:f9:fe,1561,54
0,853021,Manufacturer_1,Model_13,16,Description_727205,Responsiblity_18,Running,Department_16,EQ_Class_15,16575816,5/14/2019,5/31/2019,5/4/2019,Location_684,Risk_Name_1,1,None,75,None,724064,5,631,518975,4/17/2019,True,1,10,1,None,347681,3.140.4.67,242.163.255.19,1,38:b1:69:f2:57:4b,1907,625
0,441062,Manufacturer_1,Model_4,30,Description_1024398,Responsiblity_17,Running,Department_19,EQ_Class_22,62449832,5/31/2019,5/25/2019,5/27/2019,Location_623,Risk_Name_15,1,None,160,None,993764,992,452,213988,4/13/2019,True,1,29,1,None,91375,81.76.13.67,8.220.71.224,1,5d:7c:27:1e:9c:2d,2045,536
0,1034218,Manufacturer_13,Model_14,13,Description_966156,Responsiblity_18,Running,Department_20,EQ_Class_28,31765431,5/19/2019,5/16/2019,5/13/2019,Location_627,Risk_Name_1,1,None,169,None,172369,859,397,451527,4/31/2019,True,1,21,1,None,683203,57.8.5.56,14.135.213.103,1,0b:8b:5f:f0:93:44,1657,598
0,423046,Manufacturer_14,Model_32,31,Description_725082,Responsiblity_10,Running,Department_16,EQ_Class_28,32914927,5/10/2019,5/30/2019,5/29/2019,Location_710,Risk_Name_2,1,None,532,None,683249,940,743,610469,4/29/2019,True,1,19,1,None,1004093,231.62.243.167,118.33.189.11,1,70:a6:7d:1d:76:dd,1314,889
0,888578,Manufacturer_7,Model_10,19,Description_247114,Responsiblity_2,Running,Department_6,EQ_Class_4,19584151,5/20/2019,5/27/2019,5/27/2019,Location_931,Risk_Name_3,1,None,121,None,81719,845,247,9520,4/11/2019,True,1,12,1,None,252887,236.119.94.255,0.179.109.247,1,f5:10:23:e3:8a:fc,1189,877
0,603618,Manufacturer_26,Model_20,26,Description_81453,Responsiblity_10,Running,Department_7,EQ_Class_24,20574795,5/21/2019,5/10/2019,5/11/2019,Location_224,Risk_Name_4,1,None,881,None,998871,350,362,341721,4/4/2019,True,1,22,1,None,625730,24.150.1.118,2.108.227.235,1,46:06:ea:18:30:5c,1969,21
0,469993,Manufacturer_16,Model_22,21,Description_32240,Responsiblity_26,Running,Department_16,EQ_Class_24,65137902,5/31/2019,5/6/2019,5/10/2019,Location_1011,Risk_Name_22,1,None,399,None,169587,948,746,197136,4/11/2019,True,1,3,1,None,898321,122.235.73.124,227.179.206.192,1,bd:70:4b:65:ec:4b,1358,299
0,818476,Manufacturer_25,Model_31,16,Description_422944,Responsiblity_18,Running,Department_4,EQ_Class_1,47277804,5/2/2019,5/9/2019,5/18/2019,Location_720,Risk_Name_3,1,None,899,None,412188,600,705,1021890,4/17/2019,True,1,8,1,None,383922,140.76.196.81,110.217.93.195,1,fa:98:d9:6c:c2:71,1044,621
0,996455,Manufacturer_6,Model_27,4,Description_638696,Responsiblity_31,Running,Department_11,EQ_Class_5,78324006,5/30/2019,5/11/2019,5/31/2019,Location_1003,Risk_Name_16,1,None,768,None,299090,990,593,96655,4/16/2019,True,1,22,1,None,307769,119.244.66.200,115.82.60.71,1,05:41:67:28:f0:ee,1712,676
0,420646,Manufacturer_4,Model_6,12,Description_778939,Responsiblity_16,Running,Department_18,EQ_Class_1,54490853,5/21/2019,5/25/2019,5/4/2019,Location_82,Risk_Name_23,1,None,107,None,479152,514,946,302834,4/28/2019,True,1,1,1,None,752423,212.208.80.248,177.172.153.150,1,24:eb:17:6d:29:51,1033,229
0,382137,Manufacturer_2,Model_22,8,Description_908282,Responsiblity_1,Running,Department_8,EQ_Class_18,96274089,5/6/2019,5/10/2019,5/14/2019,Location_549,Risk_Name_19,1,None,381,None,268459,241,633,90322,4/1/2019,True,1,8,1,None,9714,227.179.206.192,140.103.231.186,1,05:cc:47:b8:16:78,1550,382
0,680802,Manufacturer_3,Model_28,29,Description_782732,Responsiblity_24,Running,Department_4,EQ_Class_30,61627132,5/20/2019,5/24/2019,5/14/2019,Location_733,Risk_Name_31,1,None,80,None,209842,428,240,36239,4/13/2019,True,1,21,1,None,707122,149.107.29.137,54.217.224.69,1,5a:67:a4:96:45:c1,1421,953
0,734365,Manufacturer_26,Model_24,27,Description_134010,Responsiblity_13,Running,Department_29,EQ_Class_21,48103008,5/7/2019,5/2/2019,5/7/2019,Location_221,Risk_Name_21,1,None,479,None,442622,673,798,652411,4/7/2019,True,1,9,1,None,655299,82.140.135.82,58.60.4.78,1,75:53:f2:2b:fc:a2,1065,780
0,425008,Manufacturer_10,Model_8,6,Description_29813,Responsiblity_20,Running,Department_20,EQ_Class_13,76585958,5/24/2019,5/23/2019,5/16/2019,Location_615,Risk_Name_15,1,None,226,None,856477,988,641,676568,4/11/2019,True,1,3,1,None,797042,157.144.16.18,35.242.196.32,1,58:96:60:9e:d7:68,1899,184
0,949492,Manufacturer_14,Model_16,21,Description_478793,Responsiblity_14,Running,Department_17,EQ_Class_15,14294602,5/15/2019,5/14/2019,5/8/2019,Location_963,Risk_Name_16,1,None,971,None,112251,47,971,1038253,4/10/2019,True,1,27,1,None,99758,240.20.73.73,181.245.222.171,1,6d:98:9a:61:e1:bc,1139,530
0,876790,Manufacturer_29,Model_13,1,Description_138126,Responsiblity_14,Running,Department_19,EQ_Class_24,27175411,5/16/2019,5/30/2019,5/7/2019,Location_421,Risk_Name_25,1,None,914,None,1035734,945,633,78677,4/25/2019,True,1,3,1,None,751891,243.156.218.18,85.125.138.165,1,e5:6d:fe:90:4f:c6,1047,561
0,58926,Manufacturer_9,Model_5,28,Description_260702,Responsiblity_4,Running,Department_21,EQ_Class_32,94094338,5/11/2019,5/25/2019,5/17/2019,Location_784,Risk_Name_6,1,None,988,None,548793,459,743,846105,4/16/2019,True,1,23,1,None,163946,212.124.191.124,205.168.174.241,1,35:56:5f:79:b4:12,1160,889
0,132892,Manufacturer_31,Model_5,12,Description_574947,Responsiblity_6,Running,Department_18,EQ_Class_26,56619240,5/24/2019,5/8/2019,5/21/2019,Location_507,Risk_Name_9,1,None,137,None,606712,846,273,630626,4/7/2019,True,1,4,1,None,617325,166.12.151.58,205.231.93.38,1,82:b9:de:97:05:48,1805,974
0,953671,Manufacturer_18,Model_30,27,Description_497496,Responsiblity_21,Running,Department_11,EQ_Class_3,18457369,5/6/2019,5/1/2019,5/27/2019,Location_591,Risk_Name_3,1,None,113,None,1042930,463,836,615022,4/27/2019,True,1,5,1,None,821718,67.76.54.74,85.125.138.165,1,85:d4:4f:79:35:95,1265,425
0,884221,Manufacturer_26,Model_2,2,Description_404787,Responsiblity_8,Running,Department_19,EQ_Class_19,80500212,5/16/2019,5/24/2019,5/25/2019,Location_983,Risk_Name_32,1,None,838,None,991838,322,595,29746,4/11/2019,True,1,24,1,None,569960,98.37.163.180,214.173.181.142,1,8d:68:bb:d2:09:eb,1225,869
0,688966,Manufacturer_5,Model_15,21,Description_265622,Responsiblity_4,Running,Department_19,EQ_Class_6,97400729,5/8/2019,5/6/2019,5/10/2019,Location_442,Risk_Name_7,1,None,532,None,739009,787,239,105093,4/24/2019,True,1,31,1,None,456926,241.19.253.203,74.44.15.153,1,c4:f9:ba:39:d9:b3,2011,33
0,788752,Manufacturer_21,Model_4,5,Description_450556,Responsiblity_3,Running,Department_9,EQ_Class_22,62025154,5/11/2019,5/15/2019,5/13/2019,Location_894,Risk_Name_21,1,None,831,None,99912,768,376,998037,4/24/2019,True,1,28,1,None,920508,187.92.72.29,103.18.202.32,1,19:e5:77:c5:bd:cd,1991,1022
0,524653,Manufacturer_22,Model_4,17,Description_757581,Responsiblity_8,Running,Department_15,EQ_Class_17,72638555,5/21/2019,5/30/2019,5/27/2019,Location_140,Risk_Name_9,1,None,368,None,136122,841,809,616783,4/6/2019,True,1,29,1,None,918278,32.62.5.186,168.201.236.153,1,a9:ef:79:aa:57:3e,1662,145
0,391189,Manufacturer_6,Model_2,21,Description_128674,Responsiblity_20,Running,Department_10,EQ_Class_13,56126640,5/20/2019,5/22/2019,5/30/2019,Location_284,Risk_Name_31,1,None,377,None,822002,335,991,533570,4/15/2019,True,1,27,1,None,361438,78.122.132.112,125.50.29.229,1,67:b1:69:96:ac:27,1664,134
0,7052,Manufacturer_5,Model_25,13,Description_224262,Responsiblity_29,Running,Department_25,EQ_Class_30,87767090,5/12/2019,5/28/2019,5/15/2019,Location_384,Risk_Name_6,1,None,524,None,584079,99,65,15865,4/11/2019,True,1,24,1,None,193943,8.59.248.157,188.143.151.40,1,5d:a9:c0:2b:e8:ca,1705,902
0,402611,Manufacturer_21,Model_2,16,Description_331784,Responsiblity_13,Running,Department_3,EQ_Class_14,43360992,5/12/2019,5/4/2019,5/2/2019,Location_172,Risk_Name_2,1,None,348,None,277037,392,220,905846,4/22/2019,True,1,8,1,None,61801,204.13.83.127,173.144.38.161,1,53:7a:3b:de:96:53,1707,942
0,276549,Manufacturer_23,Model_13,9,Description_681678,Responsiblity_24,Running,Department_11,EQ_Class_19,84096303,5/27/2019,5/2/2019,5/13/2019,Location_824,Risk_Name_19,1,None,583,None,335901,740,431,72659,4/17/2019,True,1,20,1,None,225862,230.145.76.173,39.207.58.99,1,05:fe:24:8f:ab:b6,1087,420
0,207394,Manufacturer_11,Model_2,22,Description_762472,Responsiblity_28,Running,Department_8,EQ_Class_5,89886848,5/9/2019,5/29/2019,5/13/2019,Location_444,Risk_Name_14,1,None,325,None,79691,35,648,636235,4/21/2019,True,1,15,1,None,913763,185.61.160.15,128.213.151.247,1,57:fb:a6:6f:9f:b8,1215,566
0,755853,Manufacturer_5,Model_32,11,Description_505554,Responsiblity_6,Running,Department_15,EQ_Class_18,31076260,5/30/2019,5/31/2019,5/19/2019,Location_398,Risk_Name_10,1,None,448,None,263670,961,242,245051,4/12/2019,True,1,29,1,None,144963,12.152.232.210,200.44.200.2,1,23:3c:31:7f:07:71,1399,262
0,358256,Manufacturer_5,Model_32,9,Description_619754,Responsiblity_18,Running,Department_2,EQ_Class_25,2932733,5/15/2019,5/31/2019,5/1/2019,Location_198,Risk_Name_5,1,None,939,None,17795,306,356,896723,4/16/2019,True,1,4,1,None,468675,165.51.0.64,132.114.98.145,1,a6:a1:52:59:1d:45,1453,95
0,238307,Manufacturer_17,Model_19,24,Description_535562,Responsiblity_9,Running,Department_27,EQ_Class_22,82031681,5/21/2019,5/20/2019,5/5/2019,Location_775,Risk_Name_14,1,None,3,None,184089,578,945,197312,4/30/2019,True,1,9,1,None,412143,77.141.102.58,147.237.184.167,1,b4:53:c2:c6:7b:fb,1635,341
0,265705,Manufacturer_4,Model_8,6,Description_992809,Responsiblity_29,Running,Department_20,EQ_Class_26,3973156,5/31/2019,5/24/2019,5/27/2019,Location_301,Risk_Name_31,1,None,87,None,793715,444,626,46660,4/15/2019,True,1,5,1,None,676465,173.172.89.115,151.3.109.33,1,f5:10:23:e3:8a:fc,1968,19
0,356752,Manufacturer_23,Model_22,6,Description_126013,Responsiblity_12,Running,Department_6,EQ_Class_30,39765559,5/15/2019,5/24/2019,5/5/2019,Location_868,Risk_Name_14,1,None,947,None,778397,939,359,314451,4/8/2019,True,1,18,1,None,265558,61.229.251.239,6.67.195.108,1,fe:99:0a:98:a8:a9,1397,792
0,956213,Manufacturer_16,Model_18,3,Description_380735,Responsiblity_9,Running,Department_20,EQ_Class_7,60031041,5/20/2019,5/9/2019,5/29/2019,Location_668,Risk_Name_11,1,None,569,None,568681,365,587,771639,4/8/2019,True,1,21,1,None,586898,113.180.230.132,210.182.0.13,1,dd:59:12:95:f2:8d,1657,43
0,359885,Manufacturer_10,Model_17,31,Description_919512,Responsiblity_10,Running,Department_18,EQ_Class_8,9442468,5/6/2019,5/13/2019,5/17/2019,Location_560,Risk_Name_20,1,None,927,None,5998,838,439,710212,4/11/2019,True,1,1,1,None,409078,159.110.219.154,77.144.247.186,1,48:61:cc:c2:23:fe,1420,902
0,515479,Manufacturer_22,Model_16,3,Description_608556,Responsiblity_28,Running,Department_4,EQ_Class_27,44673645,5/30/2019,5/2/2019,5/18/2019,Location_43,Risk_Name_6,1,None,550,None,197738,989,728,626874,4/16/2019,True,1,31,1,None,334163,122.177.117.164,31.23.43.153,1,50:44:b7:1e:93:6e,1169,775
0,43366,Manufacturer_14,Model_28,9,Description_311838,Responsiblity_29,Running,Department_28,EQ_Class_32,5070022,5/26/2019,5/17/2019,5/3/2019,Location_756,Risk_Name_24,1,None,308,None,417864,134,270,984831,4/7/2019,True,1,10,1,None,187813,115.1.117.187,135.124.154.255,1,fb:b8:24:dc:55:ca,1140,24
0,456984,Manufacturer_9,Model_10,16,Description_1045962,Responsiblity_1,Running,Department_17,EQ_Class_9,42236715,5/21/2019,5/6/2019,5/11/2019,Location_479,Risk_Name_3,1,None,565,None,436272,787,841,514405,4/28/2019,True,1,3,1,None,539156,140.135.79.90,14.142.61.206,1,51:4b:c6:f0:53:fc,1771,215
0,742031,Manufacturer_26,Model_5,7,Description_90693,Responsiblity_4,Running,Department_10,EQ_Class_16,55453724,5/29/2019,5/28/2019,5/9/2019,Location_1000,Risk_Name_15,1,None,238,None,736837,345,477,156752,4/23/2019,True,1,5,1,None,496120,15.64.144.23,173.70.32.150,1,6d:a3:1a:59:3a:76,1839,686
0,465948,Manufacturer_21,Model_26,3,Description_646795,Responsiblity_21,Running,Department_26,EQ_Class_15,97945053,5/11/2019,5/28/2019,5/16/2019,Location_152,Risk_Name_4,1,None,458,None,58574,369,984,236190,4/20/2019,True,1,9,1,None,642894,228.1.160.2,61.105.111.24,1,99:4b:ed:ab:14:b3,2035,133
0,974511,Manufacturer_5,Model_27,11,Description_288096,Responsiblity_4,Running,Department_10,EQ_Class_23,18623858,5/22/2019,5/10/2019,5/6/2019,Location_138,Risk_Name_27,1,None,527,None,613805,97,790,143355,4/31/2019,True,1,14,1,None,497206,235.110.26.147,17.51.173.125,1,73:34:e7:00:b1:25,1481,516
0,870033,Manufacturer_18,Model_1,21,Description_815189,Responsiblity_3,Running,Department_31,EQ_Class_13,73361297,5/18/2019,5/29/2019,5/3/2019,Location_740,Risk_Name_2,1,None,121,None,1058,155,244,477890,4/28/2019,True,1,32,1,None,416978,140.99.161.208,212.208.80.248,1,85:12:68:f7:f9:83,1973,965
0,706649,Manufacturer_12,Model_2,1,Description_536464,Responsiblity_18,Running,Department_20,EQ_Class_8,91440093,5/16/2019,5/26/2019,5/29/2019,Location_189,Risk_Name_21,1,None,731,None,264728,44,308,913461,4/31/2019,True,1,4,1,None,155669,16.237.240.35,136.21.67.75,1,71:56:7b:16:0d:24,1237,833
0,833725,Manufacturer_6,Model_27,1,Description_558231,Responsiblity_2,Running,Department_21,EQ_Class_31,54520483,5/22/2019,5/7/2019,5/29/2019,Location_592,Risk_Name_6,1,None,905,None,29850,123,829,534222,4/18/2019,True,1,26,1,None,540991,159.7.184.75,105.160.17.141,1,66:d3:c1:27:22:44,1396,573
0,151104,Manufacturer_26,Model_15,27,Description_862048,Responsiblity_4,Running,Department_19,EQ_Class_20,25894924,5/18/2019,5/6/2019,5/13/2019,Location_350,Risk_Name_24,1,None,788,None,1010831,706,955,826281,4/12/2019,True,1,4,1,None,632551,138.125.130.68,41.160.216.168,1,47:3f:39:0d:68:d8,1710,205
0,401766,Manufacturer_18,Model_25,14,Description_361597,Responsiblity_11,Running,Department_29,EQ_Class_30,62796728,5/20/2019,5/28/2019,5/22/2019,Location_1015,Risk_Name_13,1,None,514,None,954878,25,388,207427,4/11/2019,True,1,4,1,None,313146,105.140.185.67,70.151.251.86,1,84:44:0d:7a:9c:1c,1870,874
0,799634,Manufacturer_19,Model_27,19,Description_873169,Responsiblity_14,Running,Department_5,EQ_Class_28,56603291,5/31/2019,5/27/2019,5/5/2019,Location_123,Risk_Name_27,1,None,661,None,319559,845,665,459004,4/27/2019,True,1,28,1,None,690234,236.86.8.140,152.141.141.153,1,8e:97:38:6e:b7:7d,1351,579
0,841426,Manufacturer_11,Model_25,6,Description_671072,Responsiblity_17,Running,Department_32,EQ_Class_28,78891754,5/23/2019,5/28/2019,5/26/2019,Location_768,Risk_Name_10,1,None,832,None,496055,959,409,623516,4/11/2019,True,1,27,1,None,334229,2.108.227.235,247.50.215.8,1,45:2a:ed:fe:e1:ae,1767,385
0,874324,Manufacturer_22,Model_25,20,Description_1045652,Responsiblity_14,Running,Department_24,EQ_Class_22,5972781,5/2/2019,5/29/2019,5/31/2019,Location_446,Risk_Name_13,1,None,157,None,442619,897,28,490811,4/18/2019,True,1,27,1,None,143125,140.15.114.106,172.123.224.243,1,c5:9c:5e:87:60:17,1968,742
0,120204,Manufacturer_3,Model_9,23,Description_275411,Responsiblity_23,Running,Department_30,EQ_Class_25,1022670,5/20/2019,5/23/2019,5/1/2019,Location_113,Risk_Name_31,1,None,13,None,487047,445,906,224949,4/4/2019,True,1,18,1,None,587812,130.55.183.45,162.212.97.123,1,6d:98:9a:61:e1:bc,1171,181
0,466857,Manufacturer_17,Model_13,13,Description_197258,Responsiblity_1,Running,Department_19,EQ_Class_13,57568420,5/16/2019,5/11/2019,5/23/2019,Location_790,Risk_Name_16,1,None,576,None,451919,811,674,576804,4/2/2019,True,1,8,1,None,167094,147.23.220.73,212.124.191.124,1,42:53:07:e2:31:e4,1851,656
0,13423,Manufacturer_16,Model_27,17,Description_333229,Responsiblity_8,Running,Department_7,EQ_Class_8,35580503,5/15/2019,5/20/2019,5/1/2019,Location_140,Risk_Name_22,1,None,7,None,931277,191,392,348870,4/19/2019,True,1,3,1,None,395887,24.172.148.135,237.212.7.153,1,56:d1:d8:da:da:c9,1801,517
0,818832,Manufacturer_16,Model_7,1,Description_414288,Responsiblity_27,Running,Department_17,EQ_Class_27,51551549,5/18/2019,5/19/2019,5/22/2019,Location_758,Risk_Name_19,1,None,632,None,685110,176,404,50250,4/5/2019,True,1,20,1,None,585095,168.129.203.127,115.1.117.187,1,53:9a:7c:c4:68:a3,1349,674
0,966129,Manufacturer_19,Model_31,29,Description_103502,Responsiblity_18,Running,Department_7,EQ_Class_27,62187910,5/16/2019,5/2/2019,5/4/2019,Location_80,Risk_Name_26,1,None,868,None,941192,809,380,134210,4/4/2019,True,1,15,1,None,115234,46.193.121.47,33.225.122.195,1,ad:4c:28:95:81:cb,1442,122
0,793353,Manufacturer_3,Model_7,8,Description_894643,Responsiblity_15,Running,Department_14,EQ_Class_11,53499672,5/10/2019,5/6/2019,5/10/2019,Location_880,Risk_Name_17,1,None,36,None,735684,936,845,548190,4/27/2019,True,1,8,1,None,540968,171.16.174.55,3.140.4.67,1,b6:cb:c0:16:a5:e9,1537,617
0,293246,Manufacturer_10,Model_11,3,Description_454574,Responsiblity_10,Running,Department_27,EQ_Class_6,74664366,5/19/2019,5/26/2019,5/20/2019,Location_871,Risk_Name_11,1,None,720,None,527087,391,316,816919,4/26/2019,True,1,13,1,None,364117,22.55.214.147,121.42.243.69,1,57:fb:a6:6f:9f:b8,1169,309
0,586901,Manufacturer_21,Model_17,27,Description_168298,Responsiblity_28,Running,Department_24,EQ_Class_15,24336132,5/23/2019,5/12/2019,5/1/2019,Location_173,Risk_Name_14,1,None,538,None,371404,980,869,513244,4/10/2019,True,1,31,1,None,334387,45.153.143.195,240.252.17.163,1,07:d7:a4:2d:25:25,1503,356
0,1036576,Manufacturer_27,Model_11,17,Description_59317,Responsiblity_12,Running,Department_7,EQ_Class_5,49237270,5/12/2019,5/22/2019,5/26/2019,Location_783,Risk_Name_3,1,None,924,None,646193,992,478,120617,4/13/2019,True,1,10,1,None,40296,23.145.115.82,119.85.209.102,1,97:e6:19:44:8a:09,1853,467
0,920776,Manufacturer_1,Model_7,23,Description_788088,Responsiblity_1,Running,Department_31,EQ_Class_31,4292207,5/1/2019,5/29/2019,5/19/2019,Location_308,Risk_Name_30,1,None,51,None,140765,911,1007,638633,4/27/2019,True,1,26,1,None,52763,130.68.244.211,151.3.109.33,1,b6:b9:8a:6a:04:61,1572,411
0,324026,Manufacturer_30,Model_31,22,Description_945039,Responsiblity_22,Running,Department_18,EQ_Class_7,75372921,5/5/2019,5/3/2019,5/13/2019,Location_281,Risk_Name_27,1,None,917,None,110569,735,889,732954,4/26/2019,True,1,2,1,None,336376,235.120.246.84,9.250.42.9,1,20:6c:38:05:69:ea,1402,389
0,990491,Manufacturer_14,Model_4,9,Description_505157,Responsiblity_20,Running,Department_31,EQ_Class_28,96812320,5/3/2019,5/27/2019,5/10/2019,Location_255,Risk_Name_32,1,None,54,None,27305,397,573,900217,4/7/2019,True,1,15,1,None,575361,102.6.92.36,189.73.225.155,1,9c:8a:de:b5:51:86,1758,991
0,930474,Manufacturer_19,Model_17,6,Description_375877,Responsiblity_32,Running,Department_9,EQ_Class_21,17951128,5/17/2019,5/22/2019,5/17/2019,Location_452,Risk_Name_12,1,None,485,None,956264,745,683,35533,4/26/2019,True,1,15,1,None,700951,204.128.78.109,107.134.128.164,1,b9:91:ec:65:8b:d1,1745,395
0,272557,Manufacturer_30,Model_16,5,Description_990150,Responsiblity_24,Running,Department_22,EQ_Class_21,71472829,5/3/2019,5/21/2019,5/16/2019,Location_55,Risk_Name_4,1,None,210,None,323837,335,75,533030,4/19/2019,True,1,27,1,None,943641,201.135.146.136,137.40.48.69,1,02:58:d5:bd:2e:78,2014,646
